,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson(Pa),Resistividad,Susceptibilidad(X10⁶)
24579,212611240.76,32575085.59,40.33,Fanerítica,Gabro,0.14,997868.58,756.23
24580,169703182.46,22309853.76,32.75, foliada,Gneiss,0.15,477492.25,471.74
24581,369880705.49,36210613.18,52.19,Afanítica,Andesita,0.3,2112903.08,15782.29
24582,213022997.26,16442471.21,47.3,Intermedia-Gruesa,Granito,0.28,268868.19,27.96
24583,226642828.23,33346226.85,46.99,Intermedia-Gruesa,Granito,0.45,531121.95,83.89
24584,240642854.91,30102596.53,37.4,Fanerítica,Gabro,0.15,1476073.61,1052.36
24585,161711320.1,-2432979.1,50.88,Porfídica,Basalto,0.28,88639.09,44737.47
24586,72081965.71,37367052.84,32.38,Detrítica,Arenisca,0.13,7694.49,296.46
24587,95393735.45,23817940.24,43.39,Detrítica,Arenisca,0.28,3840.53,123.77
24588,229048634.12,29797962.18,32.57,Fanerítica,Gabro,0.11,179557.85,972.29
24589,118695450.51,18936607.28,26.14,Detrítica,Arenisca,0.41,3755.8,214.56
24590,234002863.17,29294820.57,34.64,Fanerítica,Gabro,0.15,447492.67,707.42
24591,123992757.04,34331560.93,35.83,Detrítica,Arenisca,0.2,6158.18,363.06
24592,207508715.22,27283707.41,49.42,Porfídica,Basalto,0.41,527090.09,50967.28
24593,199064160.02,33607416.68,48.03,Porfídica,Basalto,0.22,1147386.82,19632.41
24594,208180396.5,43544277.22,48.53,Intermedia-Gruesa,Granito,0.58,444687.66,99.69
24595,198111501.76,29439773.28,40.22,Fanerítica,Gabro,0.21,993852.74,985.85
24596,194192273.94,56738657.07,49.42,Porfídica,Basalto,0.29,1984.86,49126.68
24597,154280596.06,51663116.83,55.44,Porfídica,Basalto,0.32,529085.22,34014.25
24598,269216149.21,29959986.95,32.32,Fanerítica,Gabro,0.22,927444.67,1012.29
24599,289860950.48,8324802.76,47.18,Afanítica,Andesita,0.29,5735881.51,24264.7
24600,244898938.43,39471678.73,47.35,Intermedia-Gruesa,Granito,0.38,384794.17,3.01
24601,226929365.18,30182265.98,37.18,Fanerítica,Gabro,0.14,140077.78,844.39
24602,200970627.84,66360280.11,31.52, foliada,Gneiss,0.56,18808.56,124.86
24603,165452634.42,34718190.65,36.32, foliada,Gneiss,0.1,974573.05,236.75
24604,156124649.63,35812901.66,27.41, foliada,Gneiss,0.4,205187.32,511.69
24605,212633474.78,29952138.83,37.8,Fanerítica,Gabro,0.18,441444.33,454.33
24606,179569265.69,28814360.17,35.9,Fanerítica,Gabro,0.18,24094.75,596.82
24607,193761149.91,30608660.17,24.97, foliada,Gneiss,0.29,742229.02,178.74
24608,172558056.29,9121044.34,47.33,Porfídica,Basalto,0.38,396497.9,41496.66
24609,192707523.48,8707708.0,36.8, foliada,Gneiss,0.1,888399.43,327.39
24610,233595211.19,27628120.84,44.02,Afanítica,Andesita,0.25,9855168.87,20177.76
24611,151167558.36,12877092.37,50.74, foliada,Gneiss,0.39,450083.17,317.19
24612,112706747.54,21307449.76,59.67,Detrítica,Arenisca,0.24,334.91,379.75
24613,178033546.24,29213286.18,53.52,Intermedia-Gruesa,Granito,0.32,391815.4,92.86
24614,172782472.13,15854110.63,38.76, foliada,Gneiss,0.33,1100693.1,460.51
24615,186258984.57,36439101.54,36.4, foliada,Gneiss,0.27,498772.7,84.42
24616,236800811.35,30144207.32,34.52,Fanerítica,Gabro,0.22,306336.01,416.11
24617,170214789.83,7555137.37,34.21, foliada,Gneiss,0.01,532513.45,66.41
24618,186714164.2,41532024.46,64.18,Intermedia-Gruesa,Granito,0.28,192538.38,54.37
24619,244585985.0,17558796.51,49.54,Intermedia-Gruesa,Granito,0.03,350149.98,16.67
24620,170327045.63,36121492.75,41.43,Afanítica,Andesita,0.27,1498245.1,13778.38
24621,167812630.83,73836945.52,55.39,Porfídica,Basalto,0.51,374364.19,59672.67
24622,229936101.09,36215491.13,33.34, foliada,Gneiss,0.34,357375.58,16.32
24623,173455285.82,30913766.9,34.96,Fanerítica,Gabro,0.15,412069.48,925.32
24624,138132716.97,20358062.73,29.39, foliada,Gneiss,0.28,717222.76,252.79
24625,182699464.51,28462176.08,43.14, foliada,Gneiss,0.5,607474.64,276.25
24626,217157119.82,30507605.36,36.8,Fanerítica,Gabro,0.15,351117.3,1093.94
24627,257402664.72,29816209.61,44.18,Afanítica,Andesita,0.32,9393049.59,26603.9
24628,166179493.11,26492143.44,39.05, foliada,Gneiss,0.15,449636.14,328.54
24629,210761659.63,28065023.88,67.08,Intermedia-Gruesa,Granito,0.15,350060.68,125.45
24630,146840144.91,28136000.61,25.22,Detrítica,Arenisca,0.12,7504.2,198.53
24631,209295945.11,52860968.91,55.57,Porfídica,Basalto,0.53,693628.38,39634.44
24632,180654068.56,38835421.51,40.76, foliada,Gneiss,0.1,1161835.17,122.48
24633,224939503.36,29268330.11,32.69,Fanerítica,Gabro,0.12,1411244.02,705.74
24634,189736861.5,26310387.54,33.41, foliada,Gneiss,0.02,38185.8,3.33
24635,283787673.59,31141162.97,34.05,Fanerítica,Gabro,0.18,824114.44,1122.85
24636,209894316.98,30308356.26,35.91,Fanerítica,Gabro,0.15,183602.7,924.26
24637,213209555.85,40021447.36,51.2,Intermedia-Gruesa,Granito,0.34,591957.37,55.86
24638,215176583.23,37366888.64,32.77, foliada,Gneiss,0.45,281095.35,288.82
24639,221118498.44,43536309.7,53.12,Porfídica,Basalto,0.18,826302.43,45818.85
24640,228343941.47,45404231.15,56.96,Intermedia-Gruesa,Granito,0.02,497998.49,58.86
24641,297480639.53,29023315.85,38.83,Fanerítica,Gabro,0.1,233097.64,695.91
24642,361783783.32,32938762.73,42.38,Afanítica,Andesita,0.25,9178940.5,17236.58
24643,217994426.98,30660936.68,34.82,Fanerítica,Gabro,0.11,598203.58,1098.19
24644,111043344.18,24116528.8,33.67,Detrítica,Arenisca,0.18,4413.38,297.51
24645,79822737.47,40188076.3,58.18,Detrítica,Arenisca,0.25,8497.59,175.97
24646,191011692.5,35527498.34,52.4,Porfídica,Basalto,0.36,646327.86,41396.4
24647,214801688.93,39290397.32,51.93,Intermedia-Gruesa,Granito,0.33,380477.43,19.62
24648,159602086.08,31554356.89,33.05, foliada,Gneiss,0.18,349215.04,362.15
24649,206451023.73,29956339.18,39.6,Fanerítica,Gabro,0.16,140718.32,1031.03
24650,197509633.78,15384757.91,51.48,Intermedia-Gruesa,Granito,0.06,931368.72,97.83
24651,244580936.85,31349539.64,32.29,Fanerítica,Gabro,0.14,895703.49,996.46
24652,246279398.63,29274678.18,40.56,Fanerítica,Gabro,0.12,425489.42,852.99
24653,100406505.98,-1157794.6,36.49,Detrítica,Arenisca,0.11,7463.18,266.47
24654,173072558.61,44807261.98,31.56, foliada,Gneiss,0.13,1045662.56,307.7
24655,185877289.86,20017108.9,31.21, foliada,Gneiss,0.01,243929.23,590.96
24656,187283023.91,40102394.29,48.85,Intermedia-Gruesa,Granito,0.33,432113.54,133.11
24657,206824544.62,38810265.59,52.7,Intermedia-Gruesa,Granito,0.2,576884.86,18.96
24658,205047325.86,43245981.07,36.78, foliada,Gneiss,0.05,1095599.39,94.92
24659,203570895.68,17709733.0,33.95, foliada,Gneiss,0.01,292369.29,421.34
24660,156990682.06,41390441.29,31.06, foliada,Gneiss,0.27,592140.12,131.09
24661,188267356.35,14908266.36,53.27,Intermedia-Gruesa,Granito,0.15,269339.04,61.49
24662,104500382.67,-3072228.21,29.32,Detrítica,Arenisca,0.01,1993.05,418.96
24663,-5174753.99,27043345.02,32.47,Detrítica,Arenisca,0.3,3297.12,234.93
24664,109562572.13,43212495.42,29.34,Detrítica,Arenisca,0.06,3220.34,230.99
24665,164373275.81,20453319.94,36.36, foliada,Gneiss,0.28,715889.59,471.47
24666,229200889.73,28345830.62,34.05,Fanerítica,Gabro,0.17,684519.22,813.44
24667,202905337.86,-3854825.52,51.26,Intermedia-Gruesa,Granito,0.32,352284.59,125.62
24668,241647962.93,30172928.8,37.13,Fanerítica,Gabro,0.09,418030.98,1072.28
24669,170326801.0,26933361.95,52.97,Intermedia-Gruesa,Granito,0.27,13310.89,102.18
24670,275221456.89,32276155.24,34.34,Fanerítica,Gabro,0.2,1010056.11,1059.76
24671,300985602.11,26341863.79,42.67,Afanítica,Andesita,0.25,6890042.05,15964.95
24672,105289637.25,21862474.65,43.02,Detrítica,Arenisca,0.27,483.89,216.01
24673,192355701.74,42063048.69,50.87,Porfídica,Basalto,0.3,522570.31,41354.69
24674,140982000.59,46651952.44,51.92,Porfídica,Basalto,0.43,928736.31,24071.36
24675,193056934.63,29607033.11,50.45,Porfídica,Basalto,0.21,759211.63,28799.21
24676,222849545.18,31694765.64,29.89,Fanerítica,Gabro,0.16,138814.99,572.83
24677,172478952.63,32313758.13,33.96,Fanerítica,Gabro,0.16,477475.49,584.19
24678,201517877.53,20109755.84,44.27, foliada,Gneiss,0.35,296769.17,362.55
24679,259710540.51,30455669.0,34.01,Fanerítica,Gabro,0.18,1180498.05,1140.24
24680,154120959.04,50465786.09,57.37,Intermedia-Gruesa,Granito,0.34,1078531.42,113.8
24681,243135577.9,30620320.52,32.42,Fanerítica,Gabro,0.19,150613.21,1146.34
24682,259486390.05,27824174.59,39.65,Fanerítica,Gabro,0.25,886687.99,585.71
24683,180733269.88,26423245.47,34.36, foliada,Gneiss,0.32,1141919.27,327.06
24684,205951385.32,44201928.07,39.34, foliada,Gneiss,0.13,783542.29,257.85
24685,273695738.32,31220110.4,37.46,Fanerítica,Gabro,0.19,812833.69,1212.39
24686,184428712.5,31838938.83,29.21, foliada,Gneiss,0.01,377200.05,371.7
24687,211045127.65,57251600.43,47.48,Porfídica,Basalto,0.36,221347.21,37259.83
24688,253790334.74,30816717.33,36.15,Fanerítica,Gabro,0.15,970488.85,899.41
24689,322647543.43,23433968.94,44.24,Afanítica,Andesita,0.28,6931915.84,18485.32
24690,160506894.87,27859171.98,60.45,Intermedia-Gruesa,Granito,0.36,394682.92,67.84
24691,156942840.55,35446749.11,29.85, foliada,Gneiss,0.01,266024.56,76.94
24692,173625891.68,11823809.32,37.94, foliada,Gneiss,0.32,24664.35,359.9
24693,191617673.05,17384131.86,46.16,Intermedia-Gruesa,Granito,0.21,837007.22,118.94
24694,196479732.54,30442674.12,32.38, foliada,Gneiss,0.12,253245.68,373.09
24695,193528116.89,36174039.78,31.77, foliada,Gneiss,0.52,457701.74,97.76
24696,175939532.98,15095995.66,34.63, foliada,Gneiss,0.23,376535.18,286.03
24697,184556266.85,21267066.48,35.34, foliada,Gneiss,0.45,659954.05,177.58
24698,278727755.98,43959799.32,42.17,Intermedia-Gruesa,Granito,0.31,504357.89,80.36
24699,156115621.9,29796570.73,37.03,Fanerítica,Gabro,0.19,393365.02,939.79
24700,199490197.78,4991194.05,52.76,Intermedia-Gruesa,Granito,0.04,696207.3,31.99
24701,188746424.09,12329985.59,35.14, foliada,Gneiss,0.33,549912.43,118.46
24702,198234367.97,26035838.1,36.62, foliada,Gneiss,0.17,777284.82,180.22
24703,179654418.01,22462326.33,37.65, foliada,Gneiss,0.21,149855.64,198.53
24704,167262468.07,26301366.79,56.66, foliada,Gneiss,0.19,867939.27,264.07
24705,215421940.66,29388956.8,36.75,Fanerítica,Gabro,0.16,319194.74,916.13
24706,222003414.17,31873903.68,42.48,Fanerítica,Gabro,0.22,741584.43,853.13
24707,254347565.53,28439100.98,33.6,Fanerítica,Gabro,0.2,711120.33,770.67
24708,234265538.86,28813480.72,55.69,Porfídica,Basalto,0.19,514087.8,37753.63
24709,191504880.69,23283134.08,43.96,Afanítica,Andesita,0.3,7506279.85,22373.98
24710,192917039.46,47840299.76,45.56,Porfídica,Basalto,0.27,868380.45,24981.86
24711,194105286.17,35038451.27,30.74, foliada,Gneiss,0.36,433410.12,267.69
24712,200281546.46,547082.16,41.78, foliada,Gneiss,0.26,571276.61,270.96
24713,135783683.01,28838500.12,43.14,Detrítica,Arenisca,0.12,2810.04,280.91
24714,209150310.27,38246219.58,33.55, foliada,Gneiss,0.28,637806.16,387.88
24715,189161634.72,35902297.64,36.41, foliada,Gneiss,0.09,22546.16,75.52
24716,213612296.59,23812492.05,49.94,Afanítica,Andesita,0.3,3792526.36,17660.17
24717,155268848.47,31729093.18,57.66,Intermedia-Gruesa,Granito,0.18,730413.78,78.49
24718,181773077.06,20260004.32,36.29, foliada,Gneiss,0.25,405168.14,135.48
24719,152992544.55,69874624.43,49.68,Porfídica,Basalto,0.38,14655.64,43524.78
24720,219028930.76,30296216.25,35.69,Fanerítica,Gabro,0.11,674007.04,649.6
24721,150952661.78,31370172.59,28.7, foliada,Gneiss,0.11,1326008.57,515.35
24722,152206434.77,59378598.14,54.5,Porfídica,Basalto,0.03,75688.57,36391.3
24723,226994269.57,41089179.61,41.0, foliada,Gneiss,0.41,827179.73,155.34
24724,186321978.25,29491974.92,34.95, foliada,Gneiss,0.07,43489.96,142.96
24725,239516810.38,30543013.59,31.71,Fanerítica,Gabro,0.15,1032089.71,769.6
24726,191704673.16,40809039.2,41.59, foliada,Gneiss,0.47,226762.74,279.93
24727,205433635.12,23079156.53,31.63, foliada,Gneiss,0.17,519261.35,145.97
24728,117497310.65,33816859.39,33.43, foliada,Gneiss,0.22,938087.68,282.43
24729,202258303.44,38409120.43,58.05,Intermedia-Gruesa,Granito,0.05,682528.32,33.79
24730,184561084.31,34529818.55,47.76,Intermedia-Gruesa,Granito,0.14,223236.86,62.77
24731,197668844.82,27237411.85,43.51,Intermedia-Gruesa,Granito,0.42,310331.19,41.02
24732,256205800.97,30215706.05,32.83,Fanerítica,Gabro,0.08,242501.94,1105.65
24733,233008945.06,30828506.15,37.7,Fanerítica,Gabro,0.18,698031.47,757.76
24734,279515894.55,31045777.67,33.86,Fanerítica,Gabro,0.14,129236.17,920.92
24735,276391053.7,28716518.71,38.07,Fanerítica,Gabro,0.19,302885.79,1133.83
24736,142836437.82,-13020329.7,46.53,Intermedia-Gruesa,Granito,0.4,547291.59,107.92
24737,98512048.89,53982477.77,29.91,Detrítica,Arenisca,0.33,3968.41,329.2
24738,176063543.2,31204751.61,36.55,Fanerítica,Gabro,0.14,281168.64,794.81
24739,136149192.74,-11983647.48,43.55,Detrítica,Arenisca,0.42,2024.52,378.6
24740,169202831.6,15097114.29,46.14, foliada,Gneiss,0.41,563803.58,554.64
24741,167634027.04,18711537.02,36.36, foliada,Gneiss,0.24,511464.83,294.7
24742,72931668.86,19133935.28,34.62,Detrítica,Arenisca,0.05,889.5,220.51
24743,175278007.97,36415676.11,35.1, foliada,Gneiss,0.08,882794.82,279.75
24744,211893760.94,46395292.27,48.5,Porfídica,Basalto,0.23,451388.37,40612.99
24745,162772211.61,35815675.66,45.15,Intermedia-Gruesa,Granito,0.14,211848.7,80.4
24746,173690308.26,46701425.05,57.04,Intermedia-Gruesa,Granito,0.23,334217.0,143.35
24747,227396290.68,28359427.12,37.78,Fanerítica,Gabro,0.14,776250.11,974.74
24748,168203189.95,16454828.54,34.84, foliada,Gneiss,0.05,138693.96,490.73
24749,357800620.71,26801332.04,45.74,Afanítica,Andesita,0.26,7431275.99,17862.45
24750,152707145.32,28237783.74,34.67, foliada,Gneiss,0.23,719445.03,188.44
24751,299915445.63,29160640.25,36.12,Fanerítica,Gabro,0.21,1550682.39,731.45
24752,253710330.06,30260631.65,34.17,Fanerítica,Gabro,0.17,646701.45,1158.81
24753,254254943.01,31218808.55,32.51,Fanerítica,Gabro,0.13,686386.9,892.42
24754,193800205.12,51102364.16,55.1,Porfídica,Basalto,0.24,524078.3,34561.52
24755,264920778.44,29882930.17,43.92,Afanítica,Andesita,0.3,8000493.7,28638.64
24756,218631535.42,30416071.64,38.37,Fanerítica,Gabro,0.21,1218911.23,1041.56
24757,260716507.4,28325965.92,38.69,Fanerítica,Gabro,0.16,98888.3,710.86
24758,328715201.74,16111324.39,38.37,Afanítica,Andesita,0.21,1270183.83,26583.47
24759,224981392.18,22465856.85,42.33,Afanítica,Andesita,0.26,7135642.84,19312.34
24760,177526938.7,48128982.74,46.99,Porfídica,Basalto,0.28,795422.45,19750.69
24761,265361053.23,74093031.91,52.58,Porfídica,Basalto,0.35,713388.75,33236.1
24762,154329347.5,24752262.16,36.4, foliada,Gneiss,0.18,73176.37,460.4
24763,233816469.36,30324301.29,37.92,Fanerítica,Gabro,0.19,1016865.07,813.51
24764,95813451.19,12262616.78,33.41,Detrítica,Arenisca,0.46,2076.83,65.1
24765,207593480.98,36473537.36,38.25, foliada,Gneiss,0.23,414958.28,304.11
24766,196951088.29,28076410.47,27.44, foliada,Gneiss,0.33,783601.95,411.45
24767,195170236.43,44672048.21,49.74,Porfídica,Basalto,0.32,1046354.68,28598.43
24768,153758441.73,48173835.17,36.98, foliada,Gneiss,0.17,926613.01,277.49
24769,252784570.51,30260519.19,38.45,Fanerítica,Gabro,0.22,122197.21,1187.47
24770,253776548.05,33513905.56,58.38,Intermedia-Gruesa,Granito,0.18,582579.29,140.5
24771,140712981.28,35318954.64,51.19,Porfídica,Basalto,0.34,502257.92,34882.14
24772,220862748.35,22032635.71,61.23,Intermedia-Gruesa,Granito,0.22,318204.85,38.24
24773,280221710.64,30363142.07,33.29,Fanerítica,Gabro,0.2,853025.99,831.32
24774,215815072.34,31073393.78,37.37,Fanerítica,Gabro,0.12,393509.62,1152.27
24775,220530248.88,29520628.04,31.9,Fanerítica,Gabro,0.09,289776.21,357.31
24776,175472656.95,19359348.35,53.48,Porfídica,Basalto,0.42,882384.41,48489.02
24777,195737012.59,5508538.02,48.54,Intermedia-Gruesa,Granito,0.18,468407.69,139.21
24778,177096498.6,31443079.73,34.03, foliada,Gneiss,0.07,84130.09,206.22
24779,181888500.95,22646034.51,42.12, foliada,Gneiss,0.46,865332.72,468.18
24780,183062103.46,28992002.13,23.49, foliada,Gneiss,0.17,1264025.98,101.12
24781,235403982.45,29836161.48,41.12,Fanerítica,Gabro,0.21,269765.07,994.52
24782,216422050.18,37684603.14,55.55,Intermedia-Gruesa,Granito,0.39,660998.05,5.2
24783,164830483.78,28213035.78,39.63, foliada,Gneiss,0.42,625450.53,345.76
24784,276563991.38,25353801.53,45.94,Afanítica,Andesita,0.29,4968230.88,19852.82
24785,205984471.84,22344664.08,36.91, foliada,Gneiss,0.06,729042.38,304.4
24786,169213983.42,46413323.44,54.59,Intermedia-Gruesa,Granito,0.26,377743.82,86.8
24787,202134192.26,22551651.25,52.29,Porfídica,Basalto,0.39,471139.21,46350.52
24788,288578310.75,25161592.32,42.31,Afanítica,Andesita,0.22,9219246.84,26106.05
24789,141528306.15,36589777.46,45.79,Porfídica,Basalto,0.3,94027.87,36494.32
24790,202949340.46,15870975.62,38.39, foliada,Gneiss,0.28,768141.79,366.22
24791,59402599.82,34293744.72,30.98,Detrítica,Arenisca,0.4,9354.24,233.43
24792,219255122.8,49504337.31,55.78,Porfídica,Basalto,0.25,304595.28,25744.66
24793,236500644.22,29407520.32,52.67,Intermedia-Gruesa,Granito,0.08,316456.76,13.44
24794,198535553.94,25974058.43,35.29, foliada,Gneiss,0.2,351720.48,424.59
24795,164631479.33,30647222.99,29.72, foliada,Gneiss,0.05,553250.54,404.36
24796,163417608.34,58293787.72,52.01,Porfídica,Basalto,0.25,943341.18,39994.18
24797,229270616.51,31372380.07,31.63,Fanerítica,Gabro,0.24,818602.64,687.98
24798,210686926.35,26265675.79,55.32,Intermedia-Gruesa,Granito,0.49,1225712.97,138.75
24799,204030094.72,-15575466.9,46.97,Intermedia-Gruesa,Granito,0.25,264067.34,121.53
24800,114640881.24,42401291.33,58.54,Porfídica,Basalto,0.49,1082961.9,31635.25
24801,198177409.78,16931962.12,37.98, foliada,Gneiss,0.39,705795.5,529.2
24802,165900608.14,63245081.22,47.68,Porfídica,Basalto,0.19,307476.65,32282.02
24803,189341165.97,35687151.5,32.9, foliada,Gneiss,0.2,168178.78,372.13
24804,162284109.98,8394066.5,42.91,Intermedia-Gruesa,Granito,0.37,583674.96,98.46
24805,147111498.37,21581216.66,37.34,Detrítica,Arenisca,0.39,8401.61,329.49
24806,161102533.0,5909013.44,40.56, foliada,Gneiss,0.24,515639.27,451.29
24807,153708959.7,14251848.44,49.0,Porfídica,Basalto,0.29,22633.89,34338.0
24808,239031383.07,30813056.76,35.1,Fanerítica,Gabro,0.18,670817.15,974.16
24809,191877261.81,42416482.69,52.19,Porfídica,Basalto,0.18,728160.93,32669.36
24810,167018492.26,25712221.12,36.51, foliada,Gneiss,0.09,652788.34,342.53
24811,169939784.33,72775369.78,55.96,Intermedia-Gruesa,Granito,0.21,406491.24,56.2
24812,116777671.46,11952285.59,22.83,Detrítica,Arenisca,0.1,3875.0,291.74
24813,289245204.16,30908862.1,34.84,Fanerítica,Gabro,0.16,477558.79,683.3
24814,181346213.79,20633354.89,51.23,Porfídica,Basalto,0.17,263811.73,48280.36
24815,249609985.48,33131698.28,52.04,Afanítica,Andesita,0.26,5210743.15,25490.42
24816,146575636.52,-21937010.62,55.27,Intermedia-Gruesa,Granito,0.52,205063.04,75.54
24817,227007271.8,30772714.38,31.97,Fanerítica,Gabro,0.19,336186.06,666.27
24818,221630672.14,29397039.65,42.63,Intermedia-Gruesa,Granito,0.41,324561.37,120.55
24819,99904225.96,10976658.91,46.53,Detrítica,Arenisca,0.27,4929.38,267.36
24820,249352775.04,30849467.79,34.62,Fanerítica,Gabro,0.23,673131.18,1004.81
24821,153228844.83,44151063.32,49.73,Intermedia-Gruesa,Granito,0.18,1096443.89,92.96
24822,159434963.35,68306407.6,49.14,Porfídica,Basalto,0.2,225329.22,36098.69
24823,209212081.47,44172988.07,33.14, foliada,Gneiss,0.27,846988.61,444.47
24824,331543819.39,21081727.29,53.21,Afanítica,Andesita,0.29,4752365.27,20407.23
24825,326872144.95,23667777.34,47.72,Afanítica,Andesita,0.27,10738698.59,25025.47
24826,230138584.78,30214350.16,32.35,Fanerítica,Gabro,0.14,192505.99,725.72
24827,306228565.9,28675346.02,42.93,Afanítica,Andesita,0.3,9950870.04,20044.25
24828,201066141.3,30397197.8,36.2,Fanerítica,Gabro,0.1,902828.18,907.29
24829,179691076.98,47584970.92,42.01, foliada,Gneiss,0.07,456358.99,356.7
24830,184693857.51,9849128.45,42.63, foliada,Gneiss,0.27,695702.32,191.01
24831,189079875.22,16324046.36,55.62,Intermedia-Gruesa,Granito,0.21,714699.08,41.65
24832,168863209.54,48307877.5,42.66, foliada,Gneiss,0.02,834380.24,243.53
24833,177789774.91,39556381.0,41.91, foliada,Gneiss,0.26,304460.28,538.77
24834,88641290.71,11450658.91,44.5,Detrítica,Arenisca,0.35,4230.46,296.88
24835,185923703.47,72013557.82,52.29,Porfídica,Basalto,0.28,162123.73,51585.55
24836,178427980.63,55819420.82,30.29, foliada,Gneiss,0.09,424825.1,392.02
24837,186988396.63,19944851.19,51.65,Intermedia-Gruesa,Granito,0.26,506235.97,72.7
24838,229294753.23,27017618.03,42.53,Afanítica,Andesita,0.27,6754164.9,20959.58
24839,213905986.64,58763072.62,51.92,Porfídica,Basalto,0.26,667079.81,17632.38
24840,255875860.69,29818432.35,33.47,Fanerítica,Gabro,0.26,1089160.75,965.61
24841,258875047.82,28671617.33,34.02,Fanerítica,Gabro,0.2,417456.02,791.08
24842,205252542.57,50400757.9,35.95, foliada,Gneiss,0.2,342058.42,98.48
24843,272307567.92,28905765.84,38.11,Fanerítica,Gabro,0.24,195283.24,967.48
24844,209201749.17,42367511.1,62.43,Intermedia-Gruesa,Granito,0.33,384530.54,112.32
