,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson,Resistividad,Susceptibilidad
18793,153729420.89,18810712.68,49.65,Porfídica,Basalto,0.37,192375.66,0.04
18794,144801382.7,33114486.93,50.16,Porfídica,Basalto,0.28,726844.99,0.05
18795,323332823.95,29588775.45,49.43,Afanítica,Andesita,0.28,1560608.94,0.02
18796,196445187.71,24702867.83,42.32, foliada,Gneiss,0.14,121557.32,0.0
18797,300789263.32,29226813.92,38.15,Fanerítica,Gabro,0.21,766234.2,0.0
18798,184625388.24,48892152.98,36.31, foliada,Gneiss,0.27,119522.83,0.0
18799,193089441.06,57979390.9,48.61,Porfídica,Basalto,0.35,475642.58,0.03
18800,215228078.68,16803784.75,43.14,Afanítica,Andesita,0.34,5197063.84,0.02
18801,47611605.99,42496070.01,35.2,Detrítica,Arenisca,0.51,2768.74,0.0
18802,220228904.72,28920984.07,31.74,Fanerítica,Gabro,0.13,83503.5,0.0
18803,260343092.75,30646483.8,32.0,Fanerítica,Gabro,0.16,159998.42,0.0
18804,154551110.01,58343069.57,49.26,Porfídica,Basalto,0.5,39041.26,0.05
18805,215417447.77,22392895.93,43.98,Afanítica,Andesita,0.31,1980947.97,0.02
18806,203402981.22,36460265.07,45.75, foliada,Gneiss,0.52,142059.64,0.0
18807,200915611.35,25181546.49,31.6, foliada,Gneiss,0.2,83402.49,0.0
18808,200132389.74,26389219.84,33.34, foliada,Gneiss,0.45,269319.11,0.0
18809,319598323.92,29515060.7,35.32,Fanerítica,Gabro,0.19,661398.16,0.0
18810,325586844.64,33643239.79,42.68,Afanítica,Andesita,0.28,6486124.27,0.03
18811,186071967.98,30916672.73,33.03,Fanerítica,Gabro,0.04,562930.59,0.0
18812,194354487.62,45445275.19,28.92, foliada,Gneiss,0.08,388241.58,0.0
18813,288827704.61,30290542.05,38.49,Fanerítica,Gabro,0.13,963150.31,0.0
18814,209103834.45,29584535.69,29.52,Fanerítica,Gabro,0.24,140884.39,0.0
18815,212009704.83,61935014.28,53.17,Porfídica,Basalto,0.26,346087.79,0.06
18816,109167930.98,40456591.19,28.1,Detrítica,Arenisca,0.25,3904.08,0.0
18817,350253901.56,31044148.74,33.4,Afanítica,Andesita,0.24,3170297.01,0.03
18818,255795228.44,29643912.78,31.11,Fanerítica,Gabro,0.15,614397.55,0.0
18819,182535198.25,8320395.53,40.99, foliada,Gneiss,0.21,756568.06,0.0
18820,20855372.31,17440096.69,46.64,Detrítica,Arenisca,0.23,5602.07,0.0
18821,136548851.35,26916688.9,37.63,Detrítica,Arenisca,0.34,3032.06,0.0
18822,78190209.74,14793239.88,50.35,Detrítica,Arenisca,0.24,2227.49,0.0
18823,220895400.97,29279618.25,39.55,Fanerítica,Gabro,0.13,358668.21,0.0
18824,188241783.86,30288161.34,36.26,Fanerítica,Gabro,0.13,126692.16,0.0
18825,173771799.35,14253469.1,52.28,Porfídica,Basalto,0.38,56226.23,0.05
18826,178465688.3,36249947.32,36.61, foliada,Gneiss,0.49,52120.63,0.0
18827,251126979.48,26406032.96,45.14,Afanítica,Andesita,0.25,889613.01,0.01
18828,280550800.97,39819818.32,43.4,Afanítica,Andesita,0.35,6026049.6,0.03
18829,174710789.39,21486585.36,51.94,Porfídica,Basalto,0.13,624730.95,0.03
18830,195303944.99,40110983.32,52.78,Porfídica,Basalto,0.33,912527.05,0.06
18831,304372474.66,29698438.14,41.93,Afanítica,Andesita,0.3,5399197.72,0.02
18832,306272885.62,29725194.06,42.61,Afanítica,Andesita,0.35,3128276.25,0.02
18833,158229889.55,16724320.31,41.15, foliada,Gneiss,0.09,521418.54,0.0
18834,200171040.47,28626977.13,36.42,Fanerítica,Gabro,0.26,362136.43,0.0
18835,163920380.93,22544087.91,54.48,Porfídica,Basalto,0.31,1221563.01,0.03
18836,199066355.72,61271619.09,55.84,Porfídica,Basalto,0.47,246744.0,0.02
18837,145275169.35,57392029.32,49.68,Intermedia-Gruesa,Granito,0.02,212698.62,0.0
18838,254638436.37,30176049.92,36.14,Fanerítica,Gabro,0.17,887380.53,0.0
18839,159838059.85,39481595.48,34.51, foliada,Gneiss,0.1,509258.41,0.0
18840,163424006.39,48158712.2,47.69,Porfídica,Basalto,0.46,727906.53,0.04
18841,175516617.1,20455031.78,47.97,Intermedia-Gruesa,Granito,0.31,408805.7,0.0
18842,165061830.8,9729989.79,52.96,Porfídica,Basalto,0.28,291222.52,0.06
18843,188139373.41,18606550.21,34.4, foliada,Gneiss,0.06,632945.15,0.0
18844,186682049.08,53048132.37,53.9,Intermedia-Gruesa,Granito,0.28,729933.28,0.0
18845,190893428.09,41629255.84,52.59,Porfídica,Basalto,0.22,1530265.97,0.03
18846,242369155.6,28349004.0,36.98,Fanerítica,Gabro,0.23,418793.51,0.0
18847,185878475.89,33303186.22,47.36,Porfídica,Basalto,0.37,593268.95,0.03
18848,97872004.11,26680569.02,40.41,Detrítica,Arenisca,0.17,3480.44,0.0
18849,207652745.45,19574677.28,44.02,Intermedia-Gruesa,Granito,0.17,494018.89,0.0
18850,161748993.87,3937895.14,32.71, foliada,Gneiss,0.42,799535.87,0.0
18851,214371881.96,28003357.77,47.22,Afanítica,Andesita,0.27,5970210.72,0.02
18852,272386549.88,30495796.63,38.43,Fanerítica,Gabro,0.18,759069.22,0.0
18853,109501006.77,21490495.19,31.3,Detrítica,Arenisca,0.22,4295.73,0.0
18854,279615508.17,30744208.95,37.42,Fanerítica,Gabro,0.13,655030.63,0.0
18855,192289541.62,23849626.51,36.97, foliada,Gneiss,0.31,350774.01,0.0
18856,239421111.19,30072282.01,32.04,Fanerítica,Gabro,0.14,384014.46,0.0
18857,139737140.41,21363775.61,33.17, foliada,Gneiss,0.01,526936.38,0.0
18858,221339519.87,10376937.05,47.94,Intermedia-Gruesa,Granito,0.39,583027.86,0.0
18859,174064326.32,11312926.07,59.41,Porfídica,Basalto,0.32,197884.58,0.04
18860,199667131.59,27813625.91,42.61, foliada,Gneiss,0.11,429253.15,0.0
18861,243494194.27,34064962.35,37.62,Intermedia-Gruesa,Granito,0.2,780849.03,0.0
18862,235276815.07,16773748.08,40.52,Intermedia-Gruesa,Granito,0.0,6541.93,0.0
18863,246250094.63,30262132.98,39.94,Intermedia-Gruesa,Granito,0.3,532967.98,0.0
18864,239165930.48,46850278.71,51.61,Porfídica,Basalto,0.26,161933.24,0.04
18865,165164814.29,32607303.11,36.8, foliada,Gneiss,0.14,730407.49,0.0
18866,172780541.28,42877164.47,50.29,Porfídica,Basalto,0.43,100208.67,0.02
18867,181265272.28,41439411.95,40.69, foliada,Gneiss,0.39,814974.17,0.0
18868,197044406.01,34219128.22,31.34, foliada,Gneiss,0.53,371843.64,0.0
18869,184799668.58,45936842.64,37.72, foliada,Gneiss,0.09,378141.49,0.0
18870,183904459.22,30118423.65,36.26,Fanerítica,Gabro,0.11,132351.51,0.0
18871,167674467.66,21370737.84,35.31, foliada,Gneiss,0.07,457391.47,0.0
18872,290623629.17,30754605.76,35.86,Fanerítica,Gabro,0.1,433842.95,0.0
18873,253241775.66,39305438.64,62.74,Intermedia-Gruesa,Granito,0.21,784659.81,0.0
18874,224473606.6,29788540.96,38.48,Fanerítica,Gabro,0.16,335387.65,0.0
18875,132372883.47,43963179.16,55.66,Porfídica,Basalto,0.35,870331.67,0.05
18876,173915625.55,49534717.24,48.96,Porfídica,Basalto,0.28,793951.58,0.04
18877,121177589.34,24365241.79,23.37,Detrítica,Arenisca,0.14,1253.45,0.0
18878,152677039.48,72462254.56,53.0,Porfídica,Basalto,0.06,623275.63,0.04
18879,126770256.7,11313799.12,43.51,Detrítica,Arenisca,0.15,4339.2,0.0
18880,282583360.93,18056463.01,52.9,Intermedia-Gruesa,Granito,0.24,9846.72,0.0
18881,88326280.88,35552022.09,25.74,Detrítica,Arenisca,0.44,4540.76,0.0
18882,146237500.28,51466378.31,39.24,Detrítica,Arenisca,0.36,4826.82,0.0
18883,196839482.01,21902200.28,41.32,Intermedia-Gruesa,Granito,0.17,357700.89,0.0
18884,207915562.17,34533372.72,36.99, foliada,Gneiss,0.13,201440.03,0.0
18885,202262358.51,47487400.46,58.33,Intermedia-Gruesa,Granito,0.06,79711.2,0.0
18886,304494983.83,30053482.91,29.47,Fanerítica,Gabro,0.14,418691.19,0.0
18887,226970263.38,7919419.46,46.31,Intermedia-Gruesa,Granito,0.3,152445.46,0.0
18888,99561744.87,35048203.84,44.07,Detrítica,Arenisca,0.34,2504.14,0.0
18889,199722323.46,41447430.09,43.97,Intermedia-Gruesa,Granito,0.56,803362.1,0.0
18890,244990647.19,29484744.03,34.21,Fanerítica,Gabro,0.19,473456.44,0.0
18891,130480145.93,42390195.78,32.27, foliada,Gneiss,0.24,839342.34,0.0
18892,39372142.97,-480829.65,50.09,Detrítica,Arenisca,0.01,3480.12,0.0
18893,161726807.52,21726682.53,38.81,Detrítica,Arenisca,0.2,3653.49,0.0
18894,182486120.11,42206292.11,48.65,Afanítica,Andesita,0.31,5180577.39,0.02
18895,100300908.81,25464443.5,48.06,Detrítica,Arenisca,0.43,635.65,0.0
18896,251364988.12,24814982.84,37.16, foliada,Gneiss,0.52,273458.81,0.0
18897,200037863.92,28733641.04,39.17, foliada,Gneiss,0.34,456745.79,0.0
18898,211954360.91,29115515.9,33.92,Fanerítica,Gabro,0.17,610908.95,0.0
18899,174393996.78,30184389.26,38.73,Fanerítica,Gabro,0.19,171370.95,0.0
18900,153237637.09,23038221.47,50.4,Porfídica,Basalto,0.33,377495.42,0.03
18901,195249510.88,30036217.54,43.53, foliada,Gneiss,0.16,274248.48,0.0
18902,172078267.95,34665167.25,30.51, foliada,Gneiss,0.22,287550.41,0.0
18903,175335815.29,31171296.8,32.47, foliada,Gneiss,0.26,367132.17,0.0
18904,247752067.74,30912626.37,34.71,Fanerítica,Gabro,0.25,114386.71,0.0
18905,225440339.05,31070225.26,38.29, foliada,Gneiss,0.01,687861.56,0.0
18906,27854546.34,10907844.7,41.65,Detrítica,Arenisca,0.05,3199.86,0.0
18907,223248190.33,49615282.19,26.74, foliada,Gneiss,0.34,624798.93,0.0
18908,190625093.28,31349811.56,38.89,Fanerítica,Gabro,0.22,177996.89,0.0
18909,250761486.64,28892413.68,37.65,Fanerítica,Gabro,0.19,157163.84,0.0
18910,198518810.43,41027591.81,57.06,Porfídica,Basalto,0.19,1340511.22,0.04
18911,190467478.26,65848520.12,54.55,Porfídica,Basalto,0.24,432786.45,0.05
18912,95186937.35,38103593.44,30.11,Detrítica,Arenisca,0.56,9040.65,0.0
18913,147379462.87,53740955.81,54.48,Porfídica,Basalto,0.26,498252.48,0.03
18914,194219751.59,22050815.65,32.93, foliada,Gneiss,0.36,437541.43,0.0
18915,198954582.0,12288113.29,30.9, foliada,Gneiss,0.16,926132.08,0.0
18916,164362427.98,41631636.13,36.6, foliada,Gneiss,0.14,253977.21,0.0
18917,205438102.94,12399369.02,38.57, foliada,Gneiss,0.27,348205.96,0.0
18918,200670661.39,15107492.92,47.01,Intermedia-Gruesa,Granito,0.18,689996.58,0.0
18919,248378405.06,29845027.89,32.8,Fanerítica,Gabro,0.26,905509.93,0.0
18920,195212054.62,50562603.03,53.48,Intermedia-Gruesa,Granito,0.43,265937.08,0.0
18921,178136118.49,28299693.71,38.16,Fanerítica,Gabro,0.18,692599.98,0.0
18922,275019663.5,35345253.72,43.73,Afanítica,Andesita,0.26,52691.96,0.02
18923,168627521.64,29113160.22,29.49, foliada,Gneiss,0.33,543467.55,0.0
18924,167354575.29,32531902.86,38.76, foliada,Gneiss,0.52,579886.32,0.0
18925,187198171.58,7027330.83,47.66,Intermedia-Gruesa,Granito,0.23,500767.16,0.0
18926,195804392.49,22415979.31,51.48,Afanítica,Andesita,0.24,2302277.09,0.03
18927,191806498.71,7033606.43,50.91,Intermedia-Gruesa,Granito,0.21,489558.84,0.0
18928,172663262.88,8843413.58,38.6,Detrítica,Arenisca,0.15,5330.85,0.0
18929,138718680.19,65393580.06,53.5,Porfídica,Basalto,0.29,233720.11,0.02
18930,207824129.46,28577145.03,53.83,Porfídica,Basalto,0.27,285133.86,0.04
18931,217850996.44,28357159.43,38.48,Fanerítica,Gabro,0.15,982235.63,0.0
18932,180100314.23,28691628.8,41.18,Intermedia-Gruesa,Granito,0.07,533795.49,0.0
18933,181371063.17,12927741.75,36.22, foliada,Gneiss,0.62,466441.63,0.0
18934,165281696.01,30790042.75,31.53,Fanerítica,Gabro,0.11,170911.72,0.0
18935,231915637.45,31903715.19,32.36,Fanerítica,Gabro,0.18,1048669.91,0.0
18936,272977619.0,30189588.6,35.09,Fanerítica,Gabro,0.15,1066869.17,0.0
18937,164301627.66,67642259.29,58.25,Intermedia-Gruesa,Granito,0.22,952521.02,0.0
18938,142785676.51,18625189.35,35.11,Detrítica,Arenisca,0.29,3433.68,0.0
18939,98739523.85,10275110.84,39.37,Detrítica,Arenisca,0.16,4633.27,0.0
18940,170695683.91,22797678.61,35.71, foliada,Gneiss,0.08,276754.45,0.0
18941,167439865.95,30938074.62,36.21,Fanerítica,Gabro,0.25,402356.07,0.0
18942,191000410.49,-4159119.81,35.94, foliada,Gneiss,0.31,540141.3,0.0
18943,276754783.25,30633560.51,50.17,Afanítica,Andesita,0.29,2173740.74,0.02
18944,164433645.91,30196612.13,31.77,Fanerítica,Gabro,0.19,792031.23,0.0
18945,304909898.05,29817026.34,42.92,Afanítica,Andesita,0.32,5044960.61,0.02
18946,226036290.45,24578619.77,55.25,Intermedia-Gruesa,Granito,0.26,213157.63,0.0
18947,236151677.01,30068865.04,36.38,Fanerítica,Gabro,0.16,1121380.52,0.0
18948,248052304.39,29147880.99,33.89,Fanerítica,Gabro,0.11,220131.1,0.0
18949,194752323.06,847800.56,42.44,Intermedia-Gruesa,Granito,0.08,265314.02,0.0
18950,282286070.19,30770853.94,35.14,Fanerítica,Gabro,0.19,1058874.69,0.0
18951,169267414.23,7240118.39,57.29,Detrítica,Arenisca,0.27,6684.51,0.0
18952,261069178.2,30297861.62,37.04,Fanerítica,Gabro,0.19,272294.5,0.0
18953,252907622.56,36939683.02,50.27,Intermedia-Gruesa,Granito,0.21,933812.74,0.0
18954,174897658.15,37757704.95,28.57, foliada,Gneiss,0.4,69070.27,0.0
18955,163532685.3,62829512.55,56.49,Intermedia-Gruesa,Granito,0.2,686951.03,0.0
18956,161686705.35,39451275.81,46.09,Detrítica,Arenisca,0.05,2974.5,0.0
18957,305459929.23,29733717.93,47.74,Afanítica,Andesita,0.28,847874.14,0.02
18958,148230754.91,39056586.24,53.34,Intermedia-Gruesa,Granito,0.16,688670.87,0.0
18959,112364644.65,16988691.32,30.71,Detrítica,Arenisca,0.21,8431.8,0.0
18960,141791151.67,54581290.29,29.92, foliada,Gneiss,0.2,500501.87,0.0
18961,289107181.27,27101784.6,36.18,Afanítica,Andesita,0.28,3545111.2,0.02
18962,149675690.81,49834073.53,46.07,Detrítica,Arenisca,0.39,506.3,0.0
18963,210024610.73,54646478.51,55.95,Intermedia-Gruesa,Granito,0.26,613046.21,0.0
18964,210404401.38,3039501.0,44.22, foliada,Gneiss,0.5,484394.81,0.0
18965,308184609.73,22587258.63,41.91,Afanítica,Andesita,0.23,7576524.51,0.03
18966,227008582.63,28834518.59,39.6,Fanerítica,Gabro,0.15,1463717.85,0.0
18967,256220810.24,31360339.3,45.48,Afanítica,Andesita,0.26,238117.9,0.01
18968,107155877.67,7287017.35,40.25,Detrítica,Arenisca,0.23,9988.32,0.0
18969,233808652.66,-3132304.62,33.17, foliada,Gneiss,0.37,709134.07,0.0
18970,179980058.12,41809166.29,53.08,Porfídica,Basalto,0.27,103511.89,0.04
18971,185253932.93,13780672.44,50.27,Porfídica,Basalto,0.36,444401.98,0.05
18972,174115692.33,27277135.57,38.81, foliada,Gneiss,0.04,635474.53,0.0
18973,182886019.61,1798795.27,28.67, foliada,Gneiss,0.07,782965.34,0.0
18974,218755037.57,40989428.38,43.92,Intermedia-Gruesa,Granito,0.15,322594.16,0.0
18975,280877655.68,29577196.22,36.1,Fanerítica,Gabro,0.24,1132589.51,0.0
18976,265580398.91,31266876.58,33.85,Fanerítica,Gabro,0.07,413094.69,0.0
18977,201749312.97,20278402.03,53.55,Intermedia-Gruesa,Granito,0.36,417215.41,0.0
18978,204023798.19,33716961.94,27.54, foliada,Gneiss,0.16,434677.81,0.0
18979,172515407.02,28888759.42,36.65,Fanerítica,Gabro,0.16,1007674.49,0.0
18980,280035032.47,30815380.07,35.56,Fanerítica,Gabro,0.19,665811.7,0.0
18981,53270793.39,23976754.85,39.45,Detrítica,Arenisca,0.34,2465.84,0.0
18982,160079325.23,10003573.48,45.96, foliada,Gneiss,0.44,362071.88,0.0
18983,173144259.08,48592061.07,57.82,Intermedia-Gruesa,Granito,0.23,295345.14,0.0
18984,209682429.49,31294600.42,36.25,Fanerítica,Gabro,0.19,646278.93,0.0
18985,159024220.55,36852745.77,50.55,Porfídica,Basalto,0.19,1012827.82,0.03
18986,82991736.41,40606072.0,32.11,Detrítica,Arenisca,0.09,10336.37,0.0
18987,318762141.96,28507498.71,35.21,Fanerítica,Gabro,0.19,458982.73,0.0
18988,263958723.87,22689687.77,48.23,Intermedia-Gruesa,Granito,0.33,714843.66,0.0
18989,184852610.25,23822438.24,36.98, foliada,Gneiss,0.1,635566.2,0.0
18990,173748962.08,33368717.78,41.34,Intermedia-Gruesa,Granito,0.29,566967.47,0.0
18991,150349336.72,24134468.6,30.41, foliada,Gneiss,0.25,485005.51,0.0
18992,193669023.95,22053169.8,52.21,Afanítica,Andesita,0.33,7241054.33,0.01
18993,117178839.59,13311124.88,44.07,Detrítica,Arenisca,0.26,7684.13,0.0
18994,168260623.7,12895901.68,51.93,Intermedia-Gruesa,Granito,0.19,399905.97,0.0
18995,194926099.05,46609832.92,33.39, foliada,Gneiss,0.14,1443097.58,0.0
18996,169934830.16,54365586.14,43.59,Detrítica,Arenisca,0.21,8320.53,0.0
18997,185049945.1,22299390.16,32.97, foliada,Gneiss,0.31,33085.52,0.0
18998,238863797.13,31360268.61,38.09,Fanerítica,Gabro,0.22,241101.46,0.0
18999,177083157.41,35506747.43,35.65, foliada,Gneiss,0.4,279335.01,0.0
19000,268749211.6,24475362.14,48.49,Afanítica,Andesita,0.28,3760656.85,0.02
19001,163383936.25,55310213.12,46.84,Porfídica,Basalto,0.44,367700.31,0.04
19002,358077033.74,26099769.62,43.12,Afanítica,Andesita,0.31,4014350.07,0.02
19003,188411909.33,26748306.34,33.1, foliada,Gneiss,0.24,949689.33,0.0
19004,206769219.94,20719688.61,64.8,Intermedia-Gruesa,Granito,0.17,61797.03,0.0
19005,238889434.27,30527186.11,32.88,Fanerítica,Gabro,0.14,825911.73,0.0
19006,186042971.87,43574644.8,44.49, foliada,Gneiss,0.04,140449.4,0.0
19007,264792670.33,37656701.35,53.0,Intermedia-Gruesa,Granito,0.24,720039.47,0.0
19008,291151855.6,34412859.31,47.28,Intermedia-Gruesa,Granito,0.21,659534.51,0.0
19009,171254124.16,24601373.65,29.58, foliada,Gneiss,0.33,290016.2,0.0
19010,208683983.9,46457261.45,50.62,Intermedia-Gruesa,Granito,0.44,391735.91,0.0
19011,187930993.48,17093147.13,32.4, foliada,Gneiss,0.37,268381.13,0.0
19012,64353192.8,36557959.32,48.71,Detrítica,Arenisca,0.15,10171.71,0.0
19013,237672877.53,31643008.18,51.88,Afanítica,Andesita,0.27,6441793.62,0.02
19014,283283258.5,28228613.02,31.25,Fanerítica,Gabro,0.12,855323.87,0.0
19015,204418954.93,49309345.19,33.27, foliada,Gneiss,0.18,520432.81,0.0
19016,93136634.87,27773950.79,24.78,Detrítica,Arenisca,0.33,9099.03,0.0
19017,186825764.54,6777510.8,32.21, foliada,Gneiss,0.02,711281.51,0.0
19018,169899917.66,6619467.84,55.21,Intermedia-Gruesa,Granito,0.32,591912.47,0.0
19019,203809511.33,32947135.12,22.8, foliada,Gneiss,0.36,338211.83,0.0
19020,167591845.52,22917540.42,43.16, foliada,Gneiss,0.35,506345.97,0.0
19021,200444520.49,43247570.69,53.0,Porfídica,Basalto,0.29,840994.68,0.04
19022,176191618.42,-7867386.72,42.08,Intermedia-Gruesa,Granito,0.3,259322.85,0.0
19023,172537230.43,45745938.14,26.64, foliada,Gneiss,0.11,550669.65,0.0
19024,185073418.21,30419429.53,38.35, foliada,Gneiss,0.18,990024.25,0.0
19025,293523398.61,23188130.11,41.84,Afanítica,Andesita,0.32,6498002.26,0.02
19026,212152994.01,14834628.82,51.03,Porfídica,Basalto,0.35,282450.73,0.04
19027,187513578.96,22784534.7,33.9, foliada,Gneiss,0.24,366034.95,0.0
19028,245451453.53,24362422.03,52.64,Intermedia-Gruesa,Granito,0.53,777318.69,0.0
19029,122984932.24,38002199.33,25.17,Detrítica,Arenisca,0.24,1340.74,0.0
19030,181527025.84,53202149.23,38.07, foliada,Gneiss,0.51,350018.77,0.0
19031,136848354.47,42318803.43,42.22, foliada,Gneiss,0.12,304999.8,0.0
19032,179138142.3,48048980.62,52.87,Intermedia-Gruesa,Granito,0.16,326485.06,0.0
19033,333062023.03,29298683.88,47.76,Afanítica,Andesita,0.24,2293117.01,0.02
19034,212215013.45,30159348.92,31.97, foliada,Gneiss,0.07,193730.46,0.0
19035,296287779.14,35791915.82,33.3,Afanítica,Andesita,0.32,294785.9,0.02
19036,208731479.16,44404958.54,50.58,Porfídica,Basalto,0.28,246212.04,0.04
19037,84570111.7,33785388.58,44.43,Detrítica,Arenisca,0.32,1732.19,0.0
19038,234840761.4,30169075.89,43.6,Afanítica,Andesita,0.3,1730026.56,0.02
19039,201722003.85,28391391.34,38.99, foliada,Gneiss,0.26,671915.33,0.0
19040,182381610.94,59803456.59,43.17,Intermedia-Gruesa,Granito,0.02,288304.31,0.0
19041,196423984.07,42627193.26,46.91,Intermedia-Gruesa,Granito,0.12,837745.44,0.0
19042,270347767.48,27778765.8,50.4,Afanítica,Andesita,0.33,7590592.71,0.03
19043,163649145.62,30044965.31,28.76, foliada,Gneiss,0.31,136690.2,0.0
19044,86974076.49,17707576.47,44.09,Detrítica,Arenisca,0.48,3668.92,0.0
19045,192612856.35,27476760.34,34.67, foliada,Gneiss,0.2,345309.55,0.0
19046,160654575.3,23330436.42,42.29, foliada,Gneiss,0.07,741203.5,0.0
19047,198587202.77,47612682.84,57.38,Porfídica,Basalto,0.3,552470.44,0.03
19048,189960795.6,3339329.24,31.67, foliada,Gneiss,0.41,867606.76,0.0
19049,209732078.91,37164825.19,56.71,Intermedia-Gruesa,Granito,0.03,318881.69,0.0
19050,174591494.41,29586034.97,33.05, foliada,Gneiss,0.21,302445.31,0.0
19051,288986000.68,28343486.18,36.3,Fanerítica,Gabro,0.12,943854.43,0.0
19052,230580687.32,30575144.46,37.68,Fanerítica,Gabro,0.11,420447.87,0.0
19053,126829517.65,11157656.94,38.92,Detrítica,Arenisca,0.21,2760.63,0.0
19054,218495725.95,30273919.74,33.55,Fanerítica,Gabro,0.13,334795.08,0.0
19055,195387291.47,28686645.24,39.27,Fanerítica,Gabro,0.19,131885.07,0.0
19056,274108711.2,28798214.14,31.97,Fanerítica,Gabro,0.17,1470953.48,0.0
19057,184957779.21,46685715.33,34.4, foliada,Gneiss,0.27,207844.13,0.0
19058,285546908.97,21505407.46,39.41,Afanítica,Andesita,0.25,8744611.62,0.02
19059,172723696.68,46512482.52,44.13, foliada,Gneiss,0.1,43608.26,0.0
19060,213483559.85,30675188.56,56.09,Intermedia-Gruesa,Granito,0.35,267536.33,0.0
19061,210911269.38,56388391.68,54.51,Intermedia-Gruesa,Granito,0.1,1268333.84,0.0
19062,301400262.93,30744179.11,32.77,Fanerítica,Gabro,0.14,166618.42,0.0
19063,159511252.06,32595147.87,58.11,Intermedia-Gruesa,Granito,0.49,263805.6,0.0
19064,179503791.99,27790494.19,49.62,Intermedia-Gruesa,Granito,0.41,573646.68,0.0
19065,177143752.21,22612715.43,50.25,Intermedia-Gruesa,Granito,0.14,784581.04,0.0
19066,266513477.43,30739084.58,32.94,Fanerítica,Gabro,0.14,1011827.62,0.0
19067,167709746.47,52425308.77,53.71,Porfídica,Basalto,0.32,888369.42,0.04
19068,145462449.56,30507826.62,47.43,Intermedia-Gruesa,Granito,0.22,500813.81,0.0
19069,197350135.74,34400949.08,39.15, foliada,Gneiss,0.25,106637.64,0.0
19070,269005139.63,33180692.47,41.5,Afanítica,Andesita,0.22,4779959.6,0.01
19071,220843641.38,41674785.61,43.67,Afanítica,Andesita,0.32,9620673.46,0.03
19072,306495967.81,32428411.87,35.4,Fanerítica,Gabro,0.17,71400.41,0.0
19073,214138365.27,29438832.85,32.76,Fanerítica,Gabro,0.14,196122.37,0.0
19074,337764499.08,19825594.57,50.26,Afanítica,Andesita,0.3,770992.26,0.02
19075,237588014.59,8720950.99,42.96,Afanítica,Andesita,0.32,3920504.79,0.02
19076,232671004.0,23467880.29,49.74,Intermedia-Gruesa,Granito,0.23,30379.77,0.0
19077,206450961.05,47954116.7,54.41,Intermedia-Gruesa,Granito,0.43,923084.63,0.0
